datetime,title,duration,content_type
10/9/2025 5:30,Morgan Wallen - I Ain't Comin' Back (feat. Post Malone),175,song
10/9/2025 5:33,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,90,break
10/9/2025 5:35,Listen.FM - Listen.FM,10,station_id
10/9/2025 5:35,Dierks Bentley - Drunk On A Plane (Yeah Version),248,song
10/9/2025 5:39,Luke Combs - Back in the Saddle,220,song
10/9/2025 5:43,Kane Brown - Bury Me in Georgia [Radio Edit],164,song
10/9/2025 5:45,Bailey Zimmerman - Rock and a Hard Place,205,song
10/9/2025 5:49,Corey Kent - This Heart,182,song
10/9/2025 5:54,Zac Brown Band - CHicken Fried (Radio Edit),209,song
10/9/2025 5:58,Tim McGraw - Paper Umbrellas (feat. Parker McCollum),205,song
10/9/2025 6:01,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,96,break
10/9/2025 6:03,Kickin' Kountry@Listen.FM - TOH 6,19,station_id
10/9/2025 6:03,Russell Dickerson - Happen To Me,175,song
10/9/2025 6:06,Rodney Atkins - Take A Back Road,211,song
10/9/2025 6:10,Jason Aldean - How Far Does A Goodbye Go,223,song
10/9/2025 6:13,Mitchell Tenpenny - Truth About You,196,song
10/9/2025 6:17,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,63,break
10/9/2025 6:18,Listen.FM - Listen.FM,11,station_id
10/9/2025 6:18,Morgan Wallen - I'm The Problem,167,song
10/9/2025 6:21,Blake Shelton - Boys 'Round Here,229,song
10/9/2025 6:25,Jon Pardi - Friday Night Heartbreaker,206,song
10/9/2025 6:28,Megan Moroney - Tennessee Orange,219,song
10/9/2025 6:32,Thomas Rhett - Beautiful As You,165,song
10/9/2025 6:34,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,90,break
10/9/2025 6:36,Listen.FM - Listen.FM,9,station_id
10/9/2025 6:36,Dierks Bentley - What Was I Thinkin',224,song
10/9/2025 6:40,Chase Matthew - Darlin',170,song
10/9/2025 6:43,Dylan Scott - This Town's Been Too Good To Us,179,song
10/9/2025 6:46,Tim McGraw - Standing Room Only,225,song
10/9/2025 6:49,Kane Brown f/Lauren Alaina - What Ifs,189,song
10/9/2025 6:53,Parker McCollum - What Kinda Man,229,song
10/9/2025 6:56,Parmalee - Cowgirl,181,song
10/9/2025 6:59,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,93,break
10/9/2025 7:01,Kickin' Kountry@Listen.FM - TOH 7,22,station_id
10/9/2025 7:01,HARDY - Favorite Country Song,183,song
10/9/2025 7:04,Jason Aldean - Try That In A Small Town [Radio Edit],180,song
10/9/2025 7:07,Hudson Westbrook - House Again (feat. Miranda Lambert),199,song
10/9/2025 7:11,Lainey Wilson - Hang Tight Honey,193,song
10/9/2025 7:14,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,63,break
10/9/2025 7:15,Listen.FM - Listen.FM,3,station_id
10/9/2025 7:15,Morgan Wallen - I Got Better,206,song
10/9/2025 7:18,Russell Dickerson - Love You Like I Used To,199,song
10/9/2025 7:22,Jackson Dean - Heavens To Betsy,193,song
10/9/2025 7:25,Maddie & Tae - Die From A Broken Heart,177,song
10/9/2025 7:28,Koe Wetzel - High Road (feat. Jessie Murph),171,song
10/9/2025 7:31,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,93,break
10/9/2025 7:33,Listen.FM - Listen.FM,11,station_id
10/9/2025 7:33,Justin Moore - Time’s Ticking,168,song
10/9/2025 7:36,Luke Combs - The Kind of Love We Make,225,song
10/9/2025 7:39,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish),230,song
10/9/2025 7:43,Parmalee - Girl In Mine,157,song
10/9/2025 7:46,Luke Bryan - One Margarita,185,song
10/9/2025 7:49,Ella Langley - weren't for the wind,195,song
10/9/2025 7:52,Miranda Lambert - A Song To Sing (feat. Chris Stapleton),169,song
10/9/2025 7:55,Tim McGraw - Live Like You Were Dying,290,song
10/9/2025 8:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,95,break
10/9/2025 8:01,Kickin' Kountry@Listen.FM - TOH 8,14,station_id
10/9/2025 8:02,Megan Moroney - You Had To Be There (feat. Kenny Chesney),213,song
10/9/2025 8:05,Jelly Roll - Heart Of Stone,185,song
10/9/2025 8:08,Thomas Rhett - Get Some Of That,185,song
10/9/2025 8:11,Dylan Scott - What He'll Never Have,145,song
10/9/2025 8:14,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,65,break
10/9/2025 8:15,Listen.FM - Listen.FM,9,station_id
10/9/2025 8:15,Luke Combs - Cold As You,179,song
10/9/2025 8:18,Tucker Wetmore - Wind Up Missin' You [Clean Edit],159,song
10/9/2025 8:21,Sam Hunt - Take Your Time (Radio Edit),215,song
10/9/2025 8:24,Eric Church - Hands Of Time,200,song
10/9/2025 8:28,Morgan Wallen - More Than My Hometown,204,song
10/9/2025 8:31,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,93,break
10/9/2025 8:33,Listen.FM - Listen.FM,10,station_id
10/9/2025 8:33,Chris Janson - All I Need Is You,154,song
10/9/2025 8:35,Sara Evans - Suds In The Bucket,231,song
10/9/2025 8:39,Jordan Davis - Bar None,174,song
10/9/2025 8:42,Dasha - Austin [Clean],172,song
10/9/2025 8:45,Kelsea Ballerini - Cowboys Cry Too (with Noah Kahan),217,song
10/9/2025 8:49,Zac Brown Band f/Jimmy Buffett - Knee Deep,210,song
10/9/2025 8:52,Riley Green - Don't Mind If I Do (feat. Ella Langley),210,song
10/9/2025 8:56,Meghan Patrick - Golden Child,215,song
10/9/2025 8:59,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,93,break
10/9/2025 9:01,Kickin' Kountry@Listen.FM - TOH 9,19,station_id
10/9/2025 9:01,Dylan Marlowe & Dylan Scott - Boys Back Home,160,song
10/9/2025 9:04,Max McNown - Better Me For You (Brown Eyes),200,song
10/9/2025 9:07,Scotty McCreery - Fall Of Summer,214,song
10/9/2025 9:11,Luke Combs - Back in the Saddle,214,song
10/9/2025 9:14,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,60,break
10/9/2025 9:15,Listen.FM - Listen.FM,7,station_id
10/9/2025 9:16,Dustin Lynch - Small Town Boy,205,song
10/9/2025 9:19,Zach Top - Good Times & Tan Lines,165,song
10/9/2025 9:22,Eli Young Band - Even If It Breaks Your Heart (Radio Edit),208,song
10/9/2025 9:25,George Birge - It Won't Be Long,195,song
10/9/2025 9:28,Morgan Wallen - Wasted On You,177,song
10/9/2025 9:31,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,87,break
10/9/2025 9:33,Listen.FM - Listen.FM,10,station_id
10/9/2025 9:33,Ella Langley - you look like you love me (feat. Riley Green),215,song
10/9/2025 9:37,Keith Urban - Straight Line,224,song
10/9/2025 9:40,Kenny Chesney - American Kids (Album Version),179,song
10/9/2025 9:43,Russell Dickerson - Happen To Me,184,song
10/9/2025 9:46,Dylan Scott - Can't Have Mine,179,song
10/9/2025 9:49,Cole Swindell - Single Saturday Night,190,song
10/9/2025 9:53,Jelly Roll - Need A Favor,189,song
10/9/2025 9:56,Lainey Wilson - Somewhere Over Laredo,219,song
10/9/2025 9:59,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,95,break
10/9/2025 10:01,Kickin' Kountry@Listen.FM - TOH 1,15,station_id
10/9/2025 10:01,Darius Rucker - Alright,225,song
10/9/2025 10:05,Megan Moroney - 6 Months Later,185,song
10/9/2025 10:08,Chase Matthew - Darlin',164,song
10/9/2025 10:11,Bailey Zimmerman - Religiously,174,song
10/9/2025 10:14,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,60,break
10/9/2025 10:15,Listen.FM - Listen.FM,10,station_id
10/9/2025 10:15,Rascal Flatts & Jonas Brothers - I Dare You,222,song
10/9/2025 10:19,Scotty McCreery - This Is It,236,song
10/9/2025 10:23,Post Malone - Guy For That (feat. Luke Combs),159,song
10/9/2025 10:25,Carrie Underwood - Blown Away (Album Version),234,song
10/9/2025 10:32,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,94,break
10/9/2025 10:33,Listen.FM - Listen.FM,5,station_id
10/9/2025 10:33,Sam Hunt - House Party,187,song
10/9/2025 10:37,Dustin Lynch - Stars Like Confetti,194,song
10/9/2025 10:40,Thomas Rhett - Sixteen,176,song
10/9/2025 10:43,Morgan Wallen - I Got Better,210,song
10/9/2025 10:46,Kenny Chesney - Beer In Mexico,220,song
10/9/2025 10:50,Cody Johnson - The Painter,209,song
10/9/2025 10:53,Dylan Scott - My Girl,191,song
10/9/2025 10:57,Jon Pardi - Friday Night Heartbreaker,204,song
10/9/2025 11:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,90,break
10/9/2025 11:01,Listen.FM - Listen.FM,5,station_id
10/9/2025 11:02,Kickin' Kountry@Listen.FM - TOH 2,14,station_id
10/9/2025 11:02,Blake Shelton - Stay Country or Die Tryin',205,song
10/9/2025 11:05,Jordan Davis - I Ain't Sayin',178,song
10/9/2025 11:08,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish),225,song
10/9/2025 11:12,Jackson Dean - Fearless [Live at the Ryman],195,song
10/9/2025 11:15,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,64,break
10/9/2025 11:16,Listen.FM - Listen.FM,10,station_id
10/9/2025 11:16,Jelly Roll - Heart Of Stone,173,song
10/9/2025 11:19,Walker Hayes - Fancy Like,171,song
10/9/2025 11:22,Parker McCollum - What Kinda Man,224,song
10/9/2025 11:26,Luke Bryan - Country Girl (Shake It For Me),229,song
10/9/2025 11:30,HARDY - Favorite Country Song,191,song
10/9/2025 11:33,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,88,break
10/9/2025 11:34,Listen.FM - Listen.FM,10,station_id
10/9/2025 11:35,Jon Pardi - Heartache On The Dance Floor,205,song
10/9/2025 11:38,Luke Combs - Fast Car,262,song
10/9/2025 11:42,Jason Aldean - How Far Does A Goodbye Go,225,song
10/9/2025 11:46,Blake Shelton - A Guy With A Girl,190,song
10/9/2025 11:49,Morgan Wallen - I Ain't Comin' Back (feat. Post Malone),169,song
10/9/2025 11:52,Ashley Cooke - your place,184,song
10/9/2025 11:55,Eric Church - Springsteen,220,song
10/9/2025 11:59,Shaboozey - A Bar Song (Tipsy) [Clean],174,song
10/9/2025 12:02,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,90,break
10/9/2025 12:03,Kickin' Kountry@Listen.FM - TOH 3,16,station_id
10/9/2025 12:04,Hudson Westbrook - House Again (feat. Miranda Lambert),196,song
10/9/2025 12:07,Rascal Flatts - Fast Cars And Freedom,264,song
10/9/2025 12:11,Parmalee - Cowgirl,182,song
10/9/2025 12:14,Jordan Davis - Bar None,168,song
10/9/2025 12:17,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,66,break
10/9/2025 12:18,Listen.FM - Listen.FM,8,station_id
10/9/2025 12:18,Luke Bryan - Most People Are Good,215,song
10/9/2025 12:22,Tim McGraw - Paper Umbrellas (feat. Parker McCollum),209,song
10/9/2025 12:26,Brett Young - In Case You Didn't Know,219,song
10/9/2025 12:29,Dan + Shay - Bigger Houses,200,song
10/9/2025 12:33,Jason Aldean & Carrie Underwood - If I Didn't Love You,210,song
10/9/2025 12:36,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,94,break
10/9/2025 12:38,Listen.FM - Listen.FM,4,station_id
10/9/2025 12:38,Jackson Dean - Heavens To Betsy,200,song
10/9/2025 12:41,Kenny Chesney - Save It For A Rainy Day,190,song
10/9/2025 12:44,Thomas Rhett - Mamaw's House (feat. Morgan Wallen),174,song
10/9/2025 12:47,Dustin Lynch - Where It's At,211,song
10/9/2025 12:51,Luke Combs - Back in the Saddle,210,song
10/9/2025 12:54,Jelly Roll - Liar,202,song
10/9/2025 12:58,Jordan Davis - Tucson Too Late,169,song
10/9/2025 13:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,91,break
10/9/2025 13:02,Kickin' Kountry@Listen.FM - TOH 4,20,station_id
10/9/2025 13:02,Eric Church - Hands Of Time,195,song
10/9/2025 13:05,Miranda Lambert - A Song To Sing (feat. Chris Stapleton),180,song
10/9/2025 13:08,Nate Smith - World On Fire,184,song
10/9/2025 13:12,Justin Moore - Time’s Ticking,175,song
10/9/2025 13:14,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,60,break
10/9/2025 13:15,Listen.FM - Listen.FM,10,station_id
10/9/2025 13:16,Kane Brown - I Can Feel It,163,song
10/9/2025 13:18,Russell Dickerson - Happen To Me,179,song
10/9/2025 13:21,Jason Aldean - Let Your Boys Be Country,186,song
10/9/2025 13:24,Riley Green - Don't Mind If I Do (feat. Ella Langley),224,song
10/9/2025 13:28,Florida-Georgia Line - This Is How We Roll,220,song
10/9/2025 13:32,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,94,break
10/9/2025 13:33,Listen.FM - Listen.FM,5,station_id
10/9/2025 13:34,Megan Moroney - You Had To Be There (feat. Kenny Chesney),214,song
10/9/2025 13:37,Chris Janson - Good Vibes,171,song
10/9/2025 13:40,Bailey Zimmerman - Backup Plan (feat. Luke Combs),171,song
10/9/2025 13:43,Dylan Scott - What He'll Never Have,154,song
10/9/2025 13:45,Jordan Davis - Next Thing You Know,180,song
10/9/2025 13:48,Chase Matthew - Darlin',166,song
10/9/2025 13:54,Jon Pardi - Last Night Lonely,180,song
10/9/2025 13:57,Zac Brown Band f/Alan Jackson - As She's Walking Away,219,song
10/9/2025 14:01,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,94,break
10/9/2025 14:02,Kickin' Kountry@Listen.FM - TOH 5,15,station_id
10/9/2025 14:03,Tyler Hubbard - Park,154,song
10/9/2025 14:05,Zach Top - Good Times & Tan Lines,164,song
10/9/2025 14:08,Jason Aldean w/Kelly Clarkson - Don't You Wanna Stay (Radio Edit),222,song
10/9/2025 14:12,Meghan Patrick - Golden Child,209,song
10/9/2025 14:15,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,63,break
10/9/2025 14:16,Listen.FM - Listen.FM,4,station_id
10/9/2025 14:16,Morgan Wallen - I Got Better,203,song
10/9/2025 14:20,Brett Eldredge - Don't Ya,192,song
10/9/2025 14:23,Max McNown - Better Me For You (Brown Eyes),188,song
10/9/2025 14:26,Bailey Zimmerman - Fall In Love,230,song
10/9/2025 14:30,Nate Smith - Fix What You Didn't Break,193,song
10/9/2025 14:33,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,97,break
10/9/2025 14:35,Listen.FM - Listen.FM,7,station_id
10/9/2025 14:35,Chris Young & Kane Brown - Famous Friends,161,song
10/9/2025 14:38,Lainey Wilson - Somewhere Over Laredo,232,song
10/9/2025 14:42,Justin Moore - Why We Drink,203,song
10/9/2025 14:45,Luke Combs - Where the Wild Things Are,239,song
10/9/2025 14:49,Josh Turner - Hometown Girl,209,song
10/9/2025 14:52,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish),229,song
10/9/2025 14:56,Toby Keith - I Love This Bar (Single Version),242,song
10/9/2025 15:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,90,break
10/9/2025 15:02,Listen.FM - Listen.FM,4,station_id
10/9/2025 15:02,Kickin' Kountry@Listen.FM - TOH 6,18,station_id
10/9/2025 15:02,Billy Currington - Do I Make You Wanna,231,song
10/9/2025 15:09,George Birge - It Won't Be Long,186,song
10/9/2025 15:12,Luke Bryan - Country Song Came On,230,song
10/9/2025 15:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,64,break
10/9/2025 15:17,Listen.FM - Listen.FM,10,station_id
10/9/2025 15:17,Keith Urban - Straight Line,202,song
10/9/2025 15:20,Kenny Chesney - Take Her Home,193,song
10/9/2025 15:23,Jelly Roll - Heart Of Stone,176,song
10/9/2025 15:26,Luke Combs - When It Rains It Pours (Rado Edit),247,song
10/9/2025 15:30,Jon Pardi - Friday Night Heartbreaker,204,song
10/9/2025 15:34,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,89,break
10/9/2025 15:35,Listen.FM - Listen.FM,10,station_id
10/9/2025 15:36,Jason Aldean - Trouble With A Heartbreak,189,song
10/9/2025 15:39,Megan Moroney - 6 Months Later,189,song
10/9/2025 15:42,Cole Swindell - Ain't Worth The Whiskey,186,song
10/9/2025 15:45,Dierks Bentley - She Hates Me,178,song
10/9/2025 15:48,Rascal Flatts & Jonas Brothers - I Dare You,224,song
10/9/2025 15:52,Luke Bryan - I Don't Want This Night To End,220,song
10/9/2025 15:55,Jordan Davis - Bar None,170,song
10/9/2025 15:58,Scotty McCreery - Cab In A Solo,227,song
10/9/2025 16:02,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,87,break
10/9/2025 16:03,Listen.FM - Listen.FM,5,station_id
10/9/2025 16:04,Kickin' Kountry@Listen.FM - TOH 7,15,station_id
10/9/2025 16:04,Parmalee - Take My Name,149,song
10/9/2025 16:06,Sam Hunt - Country House,215,song
10/9/2025 16:10,Parker McCollum - What Kinda Man,225,song
10/9/2025 16:14,Carrie Underwood - All-American Girl,213,song
10/9/2025 16:17,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,60,break
10/9/2025 16:18,Listen.FM - Listen.FM,9,station_id
10/9/2025 16:18,Blake Shelton - Stay Country or Die Tryin',206,song
10/9/2025 16:22,Luke Combs - Back in the Saddle,214,song
10/9/2025 16:41,Dustin Lynch - Ridin' Roads,75,song
10/9/2025 16:43,Hudson Westbrook - House Again (feat. Miranda Lambert),200,song
10/9/2025 16:46,Lady Antebellum - Downtown,202,song
10/9/2025 16:49,Thomas Rhett - Angels,202,song
10/9/2025 16:53,Luke Bryan - Rain Is A Good Thing (Album Version),180,song
10/9/2025 16:56,Russell Dickerson - Happen To Me,176,song
10/9/2025 16:59,Keith Urban - Somebody Like You (Single Version),225,song
10/9/2025 17:02,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,89,break
10/9/2025 17:04,Kickin' Kountry@Listen.FM - TOH 8,19,station_id
10/9/2025 17:04,Lainey Wilson - Watermelon Moonshine,200,song
10/9/2025 17:07,Luke Combs - One Number Away,223,song
10/9/2025 17:11,Jackson Dean - Heavens To Betsy,199,song
10/9/2025 17:15,Tim McGraw - Paper Umbrellas (feat. Parker McCollum),206,song
10/9/2025 17:18,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,58,break
10/9/2025 17:19,Listen.FM - Listen.FM,17,station_id
10/9/2025 17:19,Warren Zeiders - Pretty Little Poison,206,song
10/9/2025 17:23,Jason Aldean - How Far Does A Goodbye Go,236,song
10/9/2025 17:27,George Birge - Mind On You,170,song
10/9/2025 17:29,Chase Matthew - Darlin',169,song
10/9/2025 17:32,Blake Shelton - Nobody But You (feat. Gwen Stefani),193,song
10/9/2025 17:36,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,90,break
10/9/2025 17:37,Listen.FM - Listen.FM,9,station_id
10/9/2025 17:37,Eric Church - Hands Of Time,194,song
10/9/2025 17:40,Thomas Rhett - What's Your Country Song,177,song
10/9/2025 17:43,Parmalee - Cowgirl,173,song
10/9/2025 17:46,Luke Combs - Even Though I'm Leaving,231,song
10/9/2025 17:50,Tyler Hubbard - Back Then Right Now,197,song
10/9/2025 17:53,HARDY - Favorite Country Song,196,song
10/9/2025 17:57,Sam Hunt - Body Like A Back Road,158,song
10/9/2025 17:59,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,95,break
10/9/2025 18:01,Kickin' Kountry@Listen.FM - TOH 9,20,station_id
10/9/2025 18:01,Chayce Beckham - 23,224,song
10/9/2025 18:05,Old Dominion - Memory Lane,175,song
10/9/2025 18:08,Bailey Zimmerman - Where It Ends,174,song
10/9/2025 18:11,Riley Green - Don't Mind If I Do (feat. Ella Langley),214,song
10/9/2025 18:14,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,65,break
10/9/2025 18:16,Listen.FM - Listen.FM,4,station_id
10/9/2025 18:16,Rodney Atkins - Watching You,232,song
10/9/2025 18:20,Miranda Lambert - A Song To Sing (feat. Chris Stapleton),184,song
10/9/2025 18:23,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish),229,song
10/9/2025 18:26,Jason Aldean - Lights Come On,195,song
10/9/2025 18:30,Justin Moore - Time’s Ticking,173,song
10/9/2025 18:33,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,95,break
10/9/2025 18:34,Listen.FM - Listen.FM,12,station_id
10/9/2025 18:34,Morgan Wallen - Chasin' You,197,song
10/9/2025 18:38,Sam Hunt - Outskirts,185,song
10/9/2025 18:41,Tyler Hubbard - 5 Foot 9,178,song
10/9/2025 18:44,Zach Top - Good Times & Tan Lines,165,song
10/9/2025 18:46,Chris Stapleton - Broken Halos,173,song
10/9/2025 18:49,Tim McGraw - One Bad Habit,189,song
10/9/2025 18:53,Alan Jackson & Jimmy Buffett - It's Five O'Clock Somewhere,224,song
10/9/2025 18:56,Jelly Roll - Heart Of Stone,181,song
10/9/2025 18:59,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,95,break
10/9/2025 19:01,Kickin' Kountry@Listen.FM - TOH 1,13,station_id
10/9/2025 19:01,Chris Young - Gettin' You Home (The Black Dress Song),205,song
10/9/2025 19:05,Chase Matthew - Love You Again,180,song
10/9/2025 19:08,Dan + Shay - Tequila,189,song
10/9/2025 19:11,Lainey Wilson - Somewhere Over Laredo,225,song
10/9/2025 19:14,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,61,break
10/9/2025 19:15,Listen.FM - Listen.FM,8,station_id
10/9/2025 19:16,Megan Moroney - You Had To Be There (feat. Kenny Chesney),212,song
10/9/2025 19:19,Chris Stapleton - Think I'm In Love With You,224,song
10/9/2025 19:23,Dylan Scott - What He'll Never Have,144,song
10/9/2025 19:25,Cody Johnson - Dirt Cheap,234,song
10/9/2025 19:29,Jordan Davis - Bar None,176,song
10/9/2025 19:32,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,95,break
10/9/2025 19:34,Listen.FM - Listen.FM,3,station_id
10/9/2025 19:34,Zach Top - Sounds Like The Radio,213,song
10/9/2025 19:40,Miranda Lambert - Mama's Broken Heart,170,song
10/9/2025 19:43,Meghan Patrick - Golden Child,221,song
10/9/2025 19:47,Florida-Georgia Line - Stay,194,song
10/9/2025 19:50,Parmalee - Gonna Love You,177,song
10/9/2025 19:53,Max McNown - Better Me For You (Brown Eyes),193,song
10/9/2025 19:56,Jason Aldean - Burnin' It Down,218,song
10/9/2025 20:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,89,break
10/9/2025 20:01,Kickin' Kountry@Listen.FM - TOH 2,20,station_id
10/9/2025 20:02,Luke Combs - Back in the Saddle,208,song
10/9/2025 20:05,Morgan Wallen - Everything I Love,190,song
10/9/2025 20:08,Jordan Davis - Singles You Up,181,song
10/9/2025 20:11,Nate Smith - Bulletproof,178,song
10/9/2025 20:14,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,59,break
10/9/2025 20:15,Listen.FM - Listen.FM,11,station_id
10/9/2025 20:15,Jon Pardi - Friday Night Heartbreaker,198,song
10/9/2025 20:19,Kenny Chesney - When The Sun Goes Down (Single Edit),225,song
